id,id_str,url,date,user_id,user_id_str,user_url,username,displayname,rawDescription,user_created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,profileImageUrl,profileBannerUrl,protected,verified,blue,lang,rawContent,replyCount,retweetCount,likeCount,quoteCount,bookmarkedCount,conversationId,conversationIdStr,source,sourceUrl,sourceLabel,sentiment,negative,neutral,positive
550078626562326528,550078626562326528,https://x.com/XDJLEGENDX/status/550078626562326528,2014-12-30T23:58:59+00:00,2457797422,2457797422,https://x.com/XDJLEGENDX,XDJLEGENDX,JAKE,check out my youtube channel for great content.,2014-04-03T16:57:22+00:00,75,159,572,29,0,66,UK,https://pbs.twimg.com/profile_images/561638499372113920/xtERqr4K_normal.jpeg,https://pbs.twimg.com/profile_banners/2457797422/1422739931,,False,False,en,Sort your game out with the lag with severs and playing with mates @TheCrewGame @UbisoftUK @Ubisoft,0,0,0,0,0,550078626562326528,550078626562326528,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"{'positive': 0.07869159, 'neutral': 0.4569445, 'negative': 0.46436387}",0.46436387,0.4569445,0.07869159
550077627470319616,550077627470319616,https://x.com/UbisoftSupport/status/550077627470319616,2014-12-30T23:55:00+00:00,115717640,115717640,https://x.com/UbisoftSupport,UbisoftSupport,Ubisoft Support,"Official @Ubisoft Player Support 🎮
Join our Discord 👉 https://t.co/PzwLmTf1Bv
Data Privacy Rights: https://t.co/xvMLxtzilL",2010-02-19T17:28:44+00:00,714583,125,586366,5222,942,7890,Worldwide,https://pbs.twimg.com/profile_images/1828839779821096961/02gHtQ_v_normal.jpg,https://pbs.twimg.com/profile_banners/115717640/1718298862,,False,False,en,"@danielm316 I am very sorry to hear about this, please open a ticket with us at: http://t.co/1cMdwoz1Ae so we can investigate this. [L]",2,0,0,0,0,550071234323820545,550071234323820545,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",https://sproutsocial.com,Sprout Social,"{'positive': 0.063529566, 'neutral': 0.26274183, 'negative': 0.6737286}",0.6737286,0.26274183,0.063529566
550077471949737985,550077471949737985,https://x.com/gioman97/status/550077471949737985,2014-12-30T23:54:23+00:00,803427139,803427139,https://x.com/gioman97,gioman97,giovanni montes,Pax South [E]nforcer | DH Security | Lifeguard for Wet'n'Wild SplashTown | Twitch streamer | Team NoBull Longboarder | Paintballer |,2012-09-04T23:28:32+00:00,177,566,495,3990,3,58,"Houston, TX",https://pbs.twimg.com/profile_images/1676690365296812038/l6Fuj58i_normal.jpg,https://pbs.twimg.com/profile_banners/803427139/1588864896,,False,False,en,@NcixTechTips @Ncixofficial OMG!! Ubisoft has been caught red handed look at the story http://t.co/sDEHloD8UE #livesteam,0,0,0,0,0,550077471949737985,550077471949737985,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,"{'positive': 0.14578226, 'neutral': 0.29568496, 'negative': 0.5585328}",0.5585328,0.29568496,0.14578226
550077437573623808,550077437573623808,https://x.com/smolperalta/status/550077437573623808,2014-12-30T23:54:15+00:00,1860106956,1860106956,https://x.com/smolperalta,smolperalta,🦆,tweet vaak over voetbal (Feyenoord) of m’n studie. vervelende mensen worden meteen geblokkeerd 🤭,2013-09-13T10:09:55+00:00,582,475,66630,15905,21,11963,,https://pbs.twimg.com/profile_images/1828153633273237504/0JXwrNlc_normal.jpg,https://pbs.twimg.com/profile_banners/1860106956/1638194983,,False,False,en,@kate__connors me too. tho i am curious to find out whether or not ubisoft will be able to convince me to buy the game,1,0,0,0,0,550076834269126656,550076834269126656,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,"{'positive': 0.122984156, 'neutral': 0.26620927, 'negative': 0.6108066}",0.6108066,0.26620927,0.122984156
550076503200112641,550076503200112641,https://x.com/Nisi_1991/status/550076503200112641,2014-12-30T23:50:32+00:00,245569741,245569741,https://x.com/Nisi_1991,Nisi_1991,David Nisi,"After many years of competitive shadow boxing, I'm still undefeated. One word: Winning.What makes you a man is what you do when that storm comes.",2011-02-01T00:21:30+00:00,161,394,9299,1097,2,495,"Wimborne, Dorset",https://pbs.twimg.com/profile_images/1117885267464134657/2w3MJZd6_normal.jpg,https://pbs.twimg.com/profile_banners/245569741/1441643636,,False,False,en,@Maguire_Connor @Ubisoft I have this problem too. Been searching all night,0,0,0,0,0,550025868731764737,550025868731764737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"{'positive': 0.022165012, 'neutral': 0.25487253, 'negative': 0.7229625}",0.7229625,0.25487253,0.022165012
550076427370913792,550076427370913792,https://x.com/LazerGamingNews/status/550076427370913792,2014-12-30T23:50:14+00:00,2731541371,2731541371,https://x.com/LazerGamingNews,LazerGamingNews,lazersgaming,"New site! The fastest, hottest gaming news, direct to you. Launching soon, follow for offers and promotions",2014-08-14T11:46:26+00:00,535,1511,128263,0,36,10,,https://pbs.twimg.com/profile_images/499885165145903104/rfYmhyXX_normal.png,,,False,False,en,Ubisoft... Digging since 2010 http://t.co/xkAhH2LiYZ,0,0,0,0,0,550076427370913792,550076427370913792,"<a href=""http://erased17_HS5iDNPvEo.com"" rel=""nofollow"">erased17_HS5iDNPvEo</a>",http://erased17_HS5iDNPvEo.com,erased17_HS5iDNPvEo,"{'positive': 0.09370963, 'neutral': 0.10829203, 'negative': 0.7979983}",0.7979983,0.10829203,0.09370963
550076425844162560,550076425844162560,https://x.com/rapidfiregamer/status/550076425844162560,2014-12-30T23:50:14+00:00,2730566876,2730566876,https://x.com/rapidfiregamer,rapidfiregamer,rapidfiregaming,"Brand new gaming news,views&reviews site-coming soon,follow for launch promotions!",2014-08-14T00:11:15+00:00,519,1515,128229,0,38,10,,https://pbs.twimg.com/profile_images/499710058205171712/2boc3saD_normal.jpeg,,,False,False,en,Ubisoft... Digging since 2010 http://t.co/MbfAlZc8Xk,0,0,0,0,0,550076425844162560,550076425844162560,"<a href=""http://erased17_HS5iDNPvEo.com"" rel=""nofollow"">erased17_HS5iDNPvEo</a>",http://erased17_HS5iDNPvEo.com,erased17_HS5iDNPvEo,"{'positive': 0.08528262, 'neutral': 0.11814911, 'negative': 0.7965682}",0.7965682,0.11814911,0.08528262
550076424292270080,550076424292270080,https://x.com/crystal_gaming7/status/550076424292270080,2014-12-30T23:50:14+00:00,2730579781,2730579781,https://x.com/crystal_gaming7,crystal_gaming7,crystalcleargaming,"Glimpse the future of gaming in our crystal ball-latest news,previews& gaming predictions. New site launching soon, stay tuned",2014-08-13T23:58:45+00:00,472,1403,128148,0,24,10,,https://pbs.twimg.com/profile_images/499707305332469760/A_gwA9rC_normal.jpeg,,,False,False,en,Ubisoft... Digging since 2010 http://t.co/lRtQqgj7DB,0,0,0,0,0,550076424292270080,550076424292270080,"<a href=""http://erased17_HS5iDNPvEo.com"" rel=""nofollow"">erased17_HS5iDNPvEo</a>",http://erased17_HS5iDNPvEo.com,erased17_HS5iDNPvEo,"{'positive': 0.084435806, 'neutral': 0.14620452, 'negative': 0.7693597}",0.7693597,0.14620452,0.084435806
550076422799118337,550076422799118337,https://x.com/nextgamingnews/status/550076422799118337,2014-12-30T23:50:13+00:00,2730511116,2730511116,https://x.com/nextgamingnews,nextgamingnews,nextgengame promos,"Bringing you the hottest exclusive gaming news,videos&reviews-read it here first! New site coming soon& exclusive promo offers!",2014-08-13T23:48:51+00:00,375,1293,128178,0,23,10,,https://pbs.twimg.com/profile_images/499704596957114368/-6roj_ve_normal.png,,,False,False,en,Ubisoft... Digging since 2010 http://t.co/022G2eI8RS,0,0,0,0,0,550076422799118337,550076422799118337,"<a href=""http://erased17_HS5iDNPvEo.com"" rel=""nofollow"">erased17_HS5iDNPvEo</a>",http://erased17_HS5iDNPvEo.com,erased17_HS5iDNPvEo,"{'positive': 0.09829523, 'neutral': 0.15265153, 'negative': 0.7490533}",0.7490533,0.15265153,0.09829523
550076421033295873,550076421033295873,https://x.com/1st4gamingnews/status/550076421033295873,2014-12-30T23:50:13+00:00,2729496476,2729496476,https://x.com/1st4gamingnews,1st4gamingnews,MegaJosh,Because why not?,2014-08-13T13:47:12+00:00,443,1470,128132,0,25,10,,https://pbs.twimg.com/profile_images/499553109694091265/F7EtP2bP_normal.jpeg,,,False,False,en,Ubisoft... Digging since 2010 http://t.co/GwXg0UJW5p,0,0,0,0,0,550076421033295873,550076421033295873,"<a href=""http://erased17_HS5iDNPvEo.com"" rel=""nofollow"">erased17_HS5iDNPvEo</a>",http://erased17_HS5iDNPvEo.com,erased17_HS5iDNPvEo,"{'positive': 0.11113865, 'neutral': 0.12288175, 'negative': 0.7659796}",0.7659796,0.12288175,0.11113865
