id,id_str,url,date,user_id,user_id_str,user_url,username,displayname,rawDescription,user_created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,profileImageUrl,profileBannerUrl,protected,verified,blue,lang,rawContent,replyCount,retweetCount,likeCount,quoteCount,bookmarkedCount,conversationId,conversationIdStr,source,sourceUrl,sourceLabel,sentiment,negative,neutral,positive
1674568033501605888,1674568033501605888,https://x.com/Greenpig117/status/1674568033501605888,2023-06-29T23:58:25+00:00,1496593587466874894,1496593587466874894,https://x.com/Greenpig117,Greenpig117,GreenPig 👾,I do digital art 🎨 • I usually draw Overwatch stuff • Retired Sombra main 😴,2022-02-23T21:11:39+00:00,6996,454,30080,50960,26,3862,"Miami, FL",https://pbs.twimg.com/profile_images/1806512997587623936/CvdN4m0H_normal.jpg,https://pbs.twimg.com/profile_banners/1496593587466874894/1727466872,,False,True,en,"@Bolverk15 Jesper Kyd and Dan Romer, I know the Ubisoft games they contributed to are a bit iffy but their music is so good.",0,0,2,0,0,1674290722160214018,1674290722160214018,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"{'positive': 0.16647714, 'neutral': 0.2137581, 'negative': 0.6197648}",0.6197648048400879,0.21375809609889984,0.16647714376449585
1674567868753510400,1674567868753510400,https://x.com/wistfulembrace/status/1674567868753510400,2023-06-29T23:57:46+00:00,1158815583124652032,1158815583124652032,https://x.com/wistfulembrace,wistfulembrace,𝗘𝘃𝗲𝘆,Capturing the beauty and wonder of video games,2019-08-06T19:02:19+00:00,15882,973,30405,99953,89,2333,,https://pbs.twimg.com/profile_images/1780086269478924288/bhOtsk9i_normal.jpg,https://pbs.twimg.com/profile_banners/1158815583124652032/1719526712,,False,False,en,@UVioletra @assassinscreed @Assassins_UK @picashotapp @Landofvp @Ubisoft @ac_landmarks Like a scene from a film 💙,0,0,0,0,0,1674063784162258944,1674063784162258944,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"{'positive': 0.102900974, 'neutral': 0.44295382, 'negative': 0.45414522}",0.454145222902298,0.44295382499694824,0.10290097445249557
1674567739644469251,1674567739644469251,https://x.com/wistfulembrace/status/1674567739644469251,2023-06-29T23:57:15+00:00,1158815583124652032,1158815583124652032,https://x.com/wistfulembrace,wistfulembrace,𝗘𝘃𝗲𝘆,Capturing the beauty and wonder of video games,2019-08-06T19:02:19+00:00,15882,973,30405,99953,89,2333,,https://pbs.twimg.com/profile_images/1780086269478924288/bhOtsk9i_normal.jpg,https://pbs.twimg.com/profile_banners/1158815583124652032/1719526712,,False,False,en,@UVioletra @assassinscreed @Assassins_UK @ac_landmarks @VPRetweet @Landofvp @picashotapp @Ubisoft What a beautiful long and skinny pic! 🥰💖,1,0,1,0,0,1674428507404005376,1674428507404005376,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,"{'positive': 0.041400008, 'neutral': 0.13574527, 'negative': 0.8228547}",0.8228546977043152,0.13574527204036713,0.0414000079035759
1674567631511121920,1674567631511121920,https://x.com/MiKAuditore/status/1674567631511121920,2023-06-29T23:56:49+00:00,853067793817849857,853067793817849857,https://x.com/MiKAuditore,MiKAuditore,Mikael Auditore,,2017-04-15T02:09:46+00:00,753,855,74277,304432,6,4784,"Cuauhtémoc, Distrito Federal",https://pbs.twimg.com/profile_images/1236420784253480962/dHVDMMvo_normal.jpg,https://pbs.twimg.com/profile_banners/853067793817849857/1724284991,,False,False,en,"@Ps_nightm4r3z @MrRocKeTZ @tomwarren Xbox its going to win the court against the FTC and getting Activicion.
SEGA its next 
Ubisoft or Capcom after that.
But dont worry, PS Will sell More plastic and you can touch yourself in the night with those number",1,0,2,0,0,1674533750502293505,1674533750502293505,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.18590838, 'neutral': 0.33227444, 'negative': 0.4818172}",0.48181718587875366,0.3322744369506836,0.18590837717056274
1674567452607365120,1674567452607365120,https://x.com/Squid_Explosion/status/1674567452607365120,2023-06-29T23:56:07+00:00,2541190455,2541190455,https://x.com/Squid_Explosion,Squid_Explosion,Brittany,"I kill zombies with splash attack, because I'm made of magic.
• Gamer • Geek • Writer • Poet •
Gay af 🏳️‍🌈 •
Lesbian • Andro • Butch •
she/her •",2014-05-11T15:41:01+00:00,33,272,37632,130849,0,383,"Elsweyr, RI",https://pbs.twimg.com/profile_images/1592508266172616706/pFnV7mGS_normal.jpg,https://pbs.twimg.com/profile_banners/2541190455/1538011919,,False,False,en,"@FarCrygame @UbisoftSupport @Ubisoft When will you release a patch for error Trapper-91221573 ?
It has made your game unplayable on the Xbox Series X",1,0,2,0,0,1674567452607365120,1674567452607365120,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.023263039, 'neutral': 0.23326932, 'negative': 0.74346757}",0.7434675693511963,0.2332693189382553,0.02326303906738758
1674567076160364544,1674567076160364544,https://x.com/JimCoons2/status/1674567076160364544,2023-06-29T23:54:37+00:00,926136813399375873,926136813399375873,https://x.com/JimCoons2,JimCoons2,Jim Coons,"Never look down on another person, unless you're helping them up.",2017-11-02T17:19:58+00:00,286,586,11514,13221,0,449,"Tucson, AZ",https://pbs.twimg.com/profile_images/1812319379150831616/csgAcXKb_normal.jpg,https://pbs.twimg.com/profile_banners/926136813399375873/1720925534,,False,False,en,"@NGN_Gaming @TheDivision2 @Ubisoft @UbiMassive Great video! ""Kelso, she's too stubborn and crazy to let me die. I'll be fine.""
He considered her family and trusted her with his life. Goes to show how reckless and sus Kelso is and that she won't hesitate to leave you for dead in any situation.",0,0,1,0,0,1673938710067556352,1673938710067556352,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.15658201, 'neutral': 0.15687557, 'negative': 0.68654245}",0.6865424513816833,0.15687556564807892,0.15658201277256012
1674566682969505792,1674566682969505792,https://x.com/thekanonboy/status/1674566682969505792,2023-06-29T23:53:03+00:00,1157227536,1157227536,https://x.com/thekanonboy,thekanonboy,Aaditya Nair,yeh dekh 50 tolaaa..🙅🩶,2013-02-07T14:08:36+00:00,73,226,1178,12797,1,243,"New Delhi, India",https://pbs.twimg.com/profile_images/1827716790308249600/9wqtwdYn_normal.jpg,https://pbs.twimg.com/profile_banners/1157227536/1725550553,,False,False,en,Prince of Persia Warrior Within &amp; The Two Thrones - can we expect remastered editions of these two for PS5? @ubisoftin @Ubisoft,1,0,0,0,0,1674566682969505792,1674566682969505792,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.06592135, 'neutral': 0.25480026, 'negative': 0.6792784}",0.6792783737182617,0.2548002600669861,0.065921351313591
1674566526152704001,1674566526152704001,https://x.com/humanbeing_42/status/1674566526152704001,2023-06-29T23:52:26+00:00,1667613655557451780,1667613655557451780,https://x.com/humanbeing_42,humanbeing_42,🇺🇸 Human Decency Advocate 🇺🇲,"Real life or still life, online or on grind, show some respect, you could be next, because we're all just humans, if it helps, just think 'you-mans'.",2023-06-10T19:24:36+00:00,90,204,886,656,0,77,Somewhere with kitties,https://pbs.twimg.com/profile_images/1708739263863435264/ZWfNziOZ_normal.jpg,https://pbs.twimg.com/profile_banners/1667613655557451780/1691062549,,False,False,en,"@MrAndyNgo Can we say who did Notre Dame yet?

Ubisoft gave France their 100% accurate blueprints of Notre Dame. France has yet to take them up on it. This makes me sad as a lover of beautiful architecture.",0,0,0,0,0,1674193700887355393,1674193700887355393,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.009893426, 'neutral': 0.03940296, 'negative': 0.9507037}",0.9507036805152893,0.03940296173095703,0.009893425740301609
1674566138242498561,1674566138242498561,https://x.com/GurlNextDoors/status/1674566138242498561,2023-06-29T23:50:53+00:00,908823878,908823878,https://x.com/GurlNextDoors,GurlNextDoors,GurlNextDoor,,2012-10-27T20:02:51+00:00,181,365,1626,1202,2,142,,https://pbs.twimg.com/profile_images/1724934740254330880/4LY8d3Ak_normal.jpg,https://pbs.twimg.com/profile_banners/908823878/1710992576,,False,False,en,"@RecurForever @IntegralReality Ubisoft needs to RUN the other way from Recur, so much ill will towards Recur and Star Trek after that giant flub. Nothing Recur touches has down well yet",0,0,4,0,0,1674427756359331840,1674427756359331840,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,"{'positive': 0.018955301, 'neutral': 0.062396705, 'negative': 0.91864794}",0.9186479449272156,0.06239670515060425,0.018955301493406296
1674565476285026305,1674565476285026305,https://x.com/toastydingus/status/1674565476285026305,2023-06-29T23:48:16+00:00,1609737944079937537,1609737944079937537,https://x.com/toastydingus,toastydingus,toastposts,I went to college to make art and tomfoolery.,2023-01-02T02:26:54+00:00,19,18,214,42,0,71,,https://pbs.twimg.com/profile_images/1648861363027206144/5-SivCIc_normal.jpg,https://pbs.twimg.com/profile_banners/1609737944079937537/1678557458,,False,False,en,@little_paisano @Ubisoft look at what you've ignited,0,0,0,0,0,1674517636938342401,1674517636938342401,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,"{'positive': 0.21435268, 'neutral': 0.31858367, 'negative': 0.46706367}",0.46706366539001465,0.3185836672782898,0.21435268223285675
